subset,sex,length,diameter,height,weight_whole,weight_shucked,weight_viscera,weight_shell,rings,price
train,M,0.6949037481122186,0.548883450090686,0.19533105178511223,1.6644235072470928,0.7268572977670487,0.3594598983711813,0.44462283709516653,11,24.598674278403134
train,F,0.5554955481093119,0.42952378374046823,0.13550349164720485,0.8119528361293077,0.4054932841129368,0.16384839917556734,0.22189729419015664,9,16.362311899070704
test,F,0.5498154975907283,0.42477661360861535,0.14540231236486859,0.7965588804246132,0.29696350589579296,0.1501146261196181,0.26511573134796973,9,14.633967934282456
train,M,0.5494643134200805,0.42061993994724806,0.16066672174660432,1.3401766888120266,0.6326257925746261,0.3109553869329306,0.34444012610071817,10,20.97357035011811
train,F,0.715179022840365,0.5240987925285593,0.18481499879935503,1.5598654903871532,0.6654303809015519,0.38301860507856444,0.4047708627027811,11,32.51852851893889
train,F,0.5747252823859834,0.47481184648908015,0.16019333767865682,0.8950065037651107,0.36037582284299674,0.2204027273803031,0.27178694323664376,9,16.90248991957301
train,F,0.6700564008697264,0.5200618378192949,0.19500511012705224,1.8065196629939102,0.7580246238162768,0.3736259220418978,0.5057593638652119,11,34.1060357869987
train,I,0.5752627042784337,0.4245019931060087,0.1352310826442832,0.7965574007920141,0.36424355725932206,0.1966094767398133,0.23824398554678078,10,6.593058482942894
train,M,0.5709306531960412,0.445666189803801,0.15918033544490193,1.0147114461868745,0.5160609629817203,0.16384650675839213,0.3007016812236334,10,14.658757132408232
train,F,0.5294457758111574,0.4239992461628,0.12938235459828987,0.7583948610809416,0.3248122806294858,0.19682985879809484,0.2050282415454298,8,15.398816185153446
train,M,0.6397533346582207,0.5245791331807645,0.18074565330190231,1.3132654164986537,0.48689478450568047,0.29937349734792207,0.40778155333914157,10,19.719220073222118
train,M,0.7397166130470937,0.5697185892963016,0.18035653328448384,1.872689847661223,0.9109726650630802,0.4270628031681813,0.4466419756609104,10,27.94518494880787
train,M,0.5847718866386551,0.4549257260368789,0.1400402188991465,0.9702495342795586,0.46189143556190765,0.18593208030252278,0.294912200261867,9,14.719737244773196
train,F,0.5351198189596196,0.4351648789513892,0.15966145207680307,0.8102219362417229,0.31510041548748924,0.17951404667446208,0.23966110442589086,10,16.53099737860702
train,I,0.37044206477774055,0.2799318255230699,0.08497903340334023,0.19804632142676132,0.08042793111483675,0.045380343111951965,0.058710446853675304,5,2.8484258629853088
train,M,0.5956204845366186,0.49023077176345287,0.185294641577196,1.1848810774910237,0.4815242198346323,0.20132857523435752,0.361324615296434,10,18.750621150773267
train,I,0.35992887409073043,0.28500045481054065,0.1056029168530227,0.24071065131129507,0.09175322126671778,0.05663172697960083,0.07493483735979241,7,1.727353956025253
test,I,0.4601162340405379,0.36500318600890846,0.1152749369015601,0.5105058918967649,0.23637134329869658,0.11811530655595694,0.12301629590693715,7,6.347284489826171
train,F,0.42920045953842234,0.349591520102469,0.09031591559467385,0.39773594068999474,0.15807558833417612,0.08896465626594938,0.11953970658172118,9,8.984769909522552
train,M,0.5608213764317284,0.4651621857452912,0.14503640708690482,0.8873428790585779,0.33505250125855895,0.21999358136572625,0.2694091224140557,9,11.782634622927297
train,I,0.3846668966345691,0.28981399872853236,0.09973484552139672,0.2573444955041706,0.09995283487656699,0.060853418785074886,0.08562987473712955,6,4.607957712678223
train,F,0.4209375373269767,0.3299051240522556,0.12511051166661913,0.46274043255328795,0.18682675680395708,0.11008495109486369,0.14477035831427493,10,9.224188712553518
train,F,0.5054278183304254,0.4098723765993076,0.15017408839019875,0.6440513989105574,0.2847832688852471,0.14429865474198428,0.2105129395771156,11,14.730674322814046
train,M,0.5502375020805307,0.40974001918738795,0.12923541561603044,0.8705976056840173,0.4449814183513638,0.2106321480269279,0.21262298660826573,9,14.281189543530118
train,M,0.4412988686700135,0.3499140811698058,0.11016572384168269,0.4582693547853785,0.19994244885589532,0.08840622847940728,0.13040280092184076,9,6.656293195896849
train,M,0.5789985708466792,0.4298106308771459,0.12491851483456158,0.9116059796556595,0.44709771700669443,0.20803612198394542,0.12145920871919691,10,12.332899670732182
train,F,0.5801168573599326,0.42592375265372767,0.15514363687158572,0.8722839188556151,0.3618383660996941,0.24913031720554293,0.23868464959716074,10,16.458656419424187
train,I,0.4604476995780193,0.34987959546687014,0.11520084816295115,0.4156261554924422,0.18060648963360146,0.09795627310618274,0.11784588185493639,7,6.536421402910518
train,M,0.5552275163625734,0.4245807250341078,0.14960027051047026,0.872981246097524,0.46228398564602613,0.18458528876581964,0.19567076121969998,9,11.3995355026763
train,M,0.6200241551046801,0.4905577026448904,0.15516227828546994,1.1001593575147055,0.504735852895771,0.24770230052508727,0.3100994153758069,9,16.373405081165135
train,M,0.629940428994062,0.5112497678217575,0.169696526762712,1.1879876517865244,0.4914761810949286,0.30565692924990434,0.34826828979098273,7,19.870679190684278
train,M,0.3804956649049055,0.23487605295412636,0.10050590185205605,0.258124641382373,0.10570041437202994,0.05387195835088046,0.07993873009139213,7,3.528262844968948
train,I,0.35515379990909646,0.2700531646760671,0.10011255490095362,0.21594124982679516,0.08257477559800312,0.03695289621710144,0.0747439041036245,10,1.9448471806509278
train,I,0.309088173234215,0.22467818504925055,0.05062845812475097,0.14451281433877658,0.06756059944909062,0.03887844184352848,0.04513608969960404,6,0.1
train,I,0.33050382234590026,0.26452533110597837,0.09054902882602402,0.17957059251958998,0.06904254442019128,0.03557182963547723,0.060090022001006,6,2.6578497965411176
train,F,0.6598938051746636,0.49556146685909674,0.20998842173018722,1.5483883478456641,0.72418698072954,0.3520694870456342,0.39269154713643145,10,31.636005682326775
train,F,0.6752953002864779,0.5255517814124916,0.1539992901150791,1.4786181189786745,0.6277715607386033,0.339785052828812,0.42085204691332156,9,28.10644891317612
test,I,0.5010089641985814,0.370235404428942,0.11563172934152523,0.5742223518594488,0.30607715361885274,0.11247088176312976,0.14142263668096294,7,5.732593363994228
train,F,0.6302112719552052,0.47982535734459636,0.1656798103535217,1.2616830735711024,0.5508429768453443,0.2767352523117146,0.3894669858131125,10,27.183535708981836
train,I,0.4143762662182027,0.3302222778497754,0.09996292272232489,0.3906839831994846,0.19203147399636894,0.07475736909115499,0.10334054374898005,7,3.4562089720423503
train,M,0.545525191303887,0.4497791556726391,0.14980695635238642,0.9776670363887923,0.3368932895586901,0.1897695857380389,0.2994841005883522,11,15.41944810083006
train,F,0.6494412730480149,0.5049377644290369,0.16480376530828955,1.357020044032408,0.5721946717806667,0.28150169040774314,0.43022846771925594,11,25.731130607790863
test,I,0.43046059301381184,0.34028379975484124,0.12013376009304343,0.35723821468119565,0.1509460376235238,0.06436064368008307,0.10442290470313939,9,3.462033841955413
train,F,0.5795466901269117,0.45032477489074474,0.1846863033257696,0.9949310428268786,0.39441892167063963,0.2715052098089076,0.2855897216767934,11,20.422127875057747
train,I,0.555061291371589,0.4301080638276309,0.12457217183951672,0.7004291732648386,0.34007117607285997,0.1346405153438198,0.20912411961932564,8,7.32645162224727
train,I,0.3551194559942717,0.26971635488005685,0.10507040640480203,0.2710530224813754,0.14218587889217413,0.05223761774211323,0.07289131271645198,9,3.1182684132667124
train,I,0.27483858118339405,0.19530642494145753,0.06583686824223137,0.10572881239808903,0.0537793945845829,0.020275204741355433,0.027189597783214742,6,0.9722076718856145
test,I,0.470114943160223,0.35491889462075393,0.11983830689230121,0.36873994775061025,0.12604478752388237,0.08301893036328507,0.13661066896974075,6,3.572097659524221
train,M,0.6499304224754087,0.4851050512779585,0.1395273687887671,1.1746445688880824,0.4754625195427823,0.24358913826866221,0.21424013227618166,8,19.88513885545131
train,F,0.6348930474687987,0.514517933237352,0.1903274866708714,1.3708790713631414,0.5060993405915095,0.30581913398703753,0.44970166262864164,10,26.87391197600176
train,F,0.604980328648368,0.47473786495797976,0.16536791695414838,1.0567900863461632,0.43301420551148445,0.22081084335407894,0.3574348232595653,9,20.61713284557379
train,I,0.549955784777079,0.4149279173451982,0.14975935391901501,0.7919218600690539,0.35390004005598213,0.1752086850915131,0.23581875327763765,10,6.366368750446918
train,I,0.48016076922431056,0.3348004397340148,0.12542110073267107,0.5243736945216289,0.2452409729707255,0.10936552496119757,0.14473468773398682,7,4.095879700743408
train,M,0.3699958445762245,0.28059690207813637,0.10447685659751778,0.2336982537056803,0.09084949644102609,0.058600991101286075,0.07456158667862361,9,3.1247213217965535
train,M,0.5905986094491096,0.46465826910486246,0.1351994023741332,0.9897307289189387,0.42329909145680045,0.20005479607454899,0.28010047600752,8,14.667890860062228
train,M,0.4051808523903863,0.3042215545345211,0.12017458833712538,0.31875102630077956,0.12277473921423547,0.09123309556923186,0.09422417511090295,7,5.5471445189839805
train,F,0.6149392021123095,0.455313995717168,0.13553420912543296,1.0593437874297007,0.472721632501309,0.2627111372310792,0.2734395666887277,9,21.93345957857277
train,M,0.580496215105762,0.4546901160946199,0.1951313932677565,1.8598591413228085,0.944715926291364,0.4266672314444359,0.4417282538563461,9,27.356207938128428
train,I,0.22989006521233582,0.18032001438094744,0.0499688445914449,0.0639274424107436,0.021581179478059636,0.013887922081027137,0.019502739334452405,5,0.1
test,I,0.3499264750205387,0.24998099007434058,0.10035579197098814,0.4017297241606346,0.1723370088694399,0.06322164313257751,0.12560904009129206,7,2.409090609359149
train,M,0.6702311426575822,0.5205511313057914,0.18999613930392734,1.6384046909637417,0.8105872409502386,0.36874575922688235,0.39140490984020165,9,25.199591898378713
train,I,0.5040775096079386,0.3793253655572273,0.13526900841133638,0.5387022259857813,0.26456802986887823,0.0942838748380383,0.16501488832084046,9,5.414177254101437
train,M,0.5850103584227063,0.44986405218033515,0.18056291600256108,0.7996743479832692,0.33536246606706976,0.18572663510164938,0.2370653650366378,8,10.647837522486668
train,I,0.27991049968553144,0.20509510340642406,0.08026457751237787,0.1263746256651684,0.0528253700013335,0.03899856463356298,0.042402442393236504,9,1.0118662094026751
train,I,0.4247109575609715,0.3399803328537464,0.09969867706988156,0.3704974790144316,0.15010912848704228,0.08703231892058837,0.11533572083085075,8,4.886509561839066
train,I,0.48520875616682524,0.3654844873350709,0.13958400997377868,0.44808108564103327,0.18962242178419153,0.09250342244120369,0.2299978801165814,8,4.367215544091636
train,I,0.6313543884855896,0.4645186523589361,0.1496338462270366,1.031567816968141,0.42629741685993533,0.23995931182162028,0.3247130294495074,11,9.678855019017355
train,I,0.3595131253038865,0.2604893086717734,0.09001979411419918,0.17830439558350705,0.0643107459519207,0.03693852058055534,0.07498850611159635,7,0.7029498695926701
train,M,0.4101950503418336,0.29995083425759467,0.1002934456987572,0.3006449212328213,0.12424145012776452,0.06871066133393626,0.09032716310469562,9,4.72140420153794
train,F,0.4503194954021194,0.3447968559360599,0.11996576522631308,0.4165980309277447,0.16637917787839124,0.09483491275595324,0.13495203080330506,9,9.111031143386358
train,F,0.4507654996203667,0.3548657659739532,0.10475586721508631,0.5218906018857218,0.23748041730723385,0.11573287140828303,0.1447389427309845,8,9.43302644361239
train,M,0.5946912930726598,0.45941016616770824,0.16971788113045652,1.1293443998953807,0.5703762580602156,0.25594333157554877,0.26464911450351697,10,16.211175250123357
train,I,0.5898976570393252,0.47032152156613055,0.14484600184304797,0.9740647655512028,0.4533210879319576,0.2357015458011,0.2894817681753768,8,9.905475453061946
train,I,0.5551010030519171,0.42490215243527923,0.12908083211392782,0.6478633548414165,0.28332645215449503,0.13282683227175504,0.21056429418337724,8,7.20695766708647
train,M,0.46476704358034027,0.37464415817932606,0.10949723553893341,0.5001171375441131,0.21003387396715084,0.11233321892419128,0.15010189204467186,8,5.667155575205271
train,M,0.46476704358034027,0.37464415817932606,0.10949723553893341,0.5001171375441131,0.21003387396715084,0.11233321892419128,0.15010189204467186,8,5.667155575205271
train,M,0.46476704358034027,0.37464415817932606,0.10949723553893341,0.5001171375441131,0.21003387396715084,0.11233321892419128,0.15010189204467186,8,5.667155575205271
train,F,0.5292916304515074,0.38533464640670967,0.12477193365292473,0.6691585944411724,0.28947522401878867,0.15117740795773324,0.1800809558424622,10,14.918719712549544
train,I,0.41487387099458306,0.3241445821212943,0.11038990456758896,0.31631190508838986,0.13845746928278393,0.08008881735641378,0.09263202761346435,8,3.8259025565659064
train,I,0.31524438870600835,0.2448053918405836,0.08487658701454369,0.14506394767690128,0.053207536003564385,0.048293965763066854,0.0503068482584477,8,0.9454298016520888
train,M,0.6095911224361833,0.4847044943629981,0.15967098630178958,1.0142685236709947,0.5311934304442597,0.21218357975774604,0.24172781777754074,8,16.126710639346864
train,I,0.5353682755786883,0.44981865856224257,0.13484431032918937,0.7275780506940043,0.28497039359093745,0.18435900185208906,0.2641045163448827,9,6.304432242478314
train,M,0.5104139835385246,0.3997945934578279,0.13975011692371847,0.6900355906591257,0.2589929610307132,0.1505918216662869,0.22912039788132546,10,11.84627615506467
train,F,0.7802892726098946,0.6293956306272771,0.21469326152016643,2.657218321989896,1.4882551349430135,0.49912572354294055,0.5865070961690323,11,52.90178996856457
train,M,0.6393643062970357,0.5097025382699841,0.1702030239783318,1.3708597203206987,0.5669051452753765,0.30682933129230955,0.4088116975593529,10,21.410246421278128
train,F,0.7147096698181855,0.5645167963869462,0.180329292850175,1.789486117992161,0.8437996813485283,0.35314876769361786,0.5381236192155595,9,36.17509494427466
train,F,0.5559456984659299,0.44013324362787437,0.15474998452956848,1.016091412322393,0.4936771678885241,0.18579233844881712,0.26347631083476086,10,21.052956856750274
train,I,0.5801095162571014,0.4699983414817942,0.15146198194175894,0.9070899682206498,0.44438399440777104,0.18511166389659364,0.24344461982631213,11,7.827584154374816
train,M,0.5753088360689548,0.4653065871793019,0.15028900120109698,1.0796414838275634,0.5950983442064979,0.20589970423576476,0.23798405407770237,9,16.02290948818983
train,F,0.6599773857960537,0.5291896264790987,0.1698783172601817,1.4314964407376625,0.6216465182785561,0.30878588512393274,0.3987704315526473,10,28.826819865014013
train,F,0.6299611027632251,0.4858173961207736,0.18540695073471242,1.1668356688535522,0.5476280713163109,0.2479866702280397,0.3400560261478757,10,24.35962838863382
train,M,0.7300080270290954,0.5748565457492182,0.21041171723088276,2.069021255440438,0.9284018360612655,0.40874714555936337,0.6430908552790691,11,30.992947148309472
train,I,0.5198339742932007,0.4148091813612238,0.13997227145743624,0.6371715458818381,0.30777335360783425,0.13387978717563448,0.16737064843484767,9,4.5983908597425724
train,F,0.6552554905998613,0.5100314263110091,0.17498482952033723,1.4149397232845022,0.5889566794965202,0.3717451110406049,0.36378759393885657,10,28.61061900282549
train,I,0.4944390547507553,0.3748422193584292,0.12016795573475206,0.6136740167639885,0.28532587467276765,0.13607824307168087,0.1606510306048888,8,5.948545526624325
train,M,0.3751170932271055,0.3001373982134445,0.10005581365731131,0.24645117469344502,0.10331809207255012,0.04791245992167785,0.08345989786250807,11,3.2083663407219354
train,I,0.2556173855673159,0.18533260371524368,0.05966861870332004,0.09250258792827099,0.03904463899786909,0.020982362708445997,0.02522349309822692,6,1.2769877621232881
train,I,0.5348119673690093,0.4197258183851577,0.14514019438998943,0.6886230748917112,0.2734814196825051,0.1515168995202023,0.23671630139688557,9,5.054794651300733
train,I,0.2155978327665984,0.16462822549410733,0.05439223107843568,0.059007658612047355,0.027142719290995154,0.012099033466425645,0.018867232251165125,5,0.9321322078589431
train,I,0.30084416058666763,0.21986052150311644,0.06492208784750421,0.11953212022570735,0.05071182215508332,0.014795050838686765,0.034863492613917406,5,1.7672276367077087
train,F,0.6150427632123118,0.4752158426699648,0.17344774846820557,1.19409893869895,0.5593597691412201,0.259272072793712,0.3163483971304738,11,24.717620078240422
train,M,0.6999899169551276,0.5249504836930969,0.17506691698135868,1.7583876301409287,0.8739814595123148,0.36187352153627167,0.4706460361014784,10,26.487045865416107
train,F,0.5451264238420989,0.41479140846886176,0.20003258088486375,1.3575184176207407,0.567008452627364,0.3177590303724622,0.40284280878511036,10,27.252185159671676
train,F,0.45480418907308856,0.3659825193108262,0.11496032690249434,0.4299967386177356,0.18438326589170578,0.10850034658006738,0.12436097957927564,8,8.044004857829577
train,F,0.6343905064998553,0.5097003638296586,0.17058882822828383,1.2234948848997345,0.5322419669239965,0.2710732712975207,0.3537259633734654,9,24.275093286736485
train,F,0.6343905064998553,0.5097003638296586,0.17058882822828383,1.2234948848997345,0.5322419669239965,0.2710732712975207,0.3537259633734654,9,24.275093286736485
train,M,0.46952473246691284,0.37035182689895224,0.18011219408380097,0.5103096327222222,0.19132371063202971,0.12873167541047828,0.16208240248829564,9,9.005029494965571
train,M,0.6001818848836649,0.4649076484639659,0.16490503700547215,1.0378203688737802,0.497420034651935,0.2207700674736089,0.2507293548497279,9,15.623885676860937
train,M,0.5154709917727477,0.3800280995211707,0.13549987566190977,0.6616243599033622,0.28743689611726614,0.20960896121421024,0.15560191149619101,10,10.710729807244348
train,M,0.33989833704033706,0.2549345020042381,0.09485143970685936,0.21390924564168778,0.08109759380193837,0.03327139531581054,0.0702811437393067,9,3.8400348415711525
test,I,0.2701498106213898,0.1953934235653295,0.06534266293200398,0.10694779277860558,0.04784803372290539,0.022377800935925368,0.028869568171658644,5,2.3519120333705357
train,F,0.5894783254757178,0.46462620404772714,0.1696358845205248,1.0420452409710645,0.46341735329756983,0.24003402951386946,0.2705376932725787,10,20.752900546171325
train,M,0.5352673282702877,0.43511227968211863,0.1493542834021117,0.7165213131704223,0.34746906423031265,0.14469965943473245,0.19439692177362175,9,10.63034908043913
train,I,0.37977656993320086,0.27457528094365546,0.09451052711854067,0.13773304370529124,0.08560998291843301,0.05840787002246242,0.060398078273963506,7,0.8340067761590735
train,F,0.5391953673041325,0.4246154270653776,0.1599945060285595,0.9460570133485156,0.3673717356861008,0.20076065718463815,0.2945543857656428,9,19.179720691630433
train,F,0.5752356910196332,0.4298721176512017,0.1546177654278093,0.7948597787284611,0.3482495286942906,0.1924764032621442,0.21964697641940292,9,18.028080141936965
train,I,0.38915511527730545,0.3102311431511648,0.10072506292431596,0.3015905519813696,0.11616020673177249,0.06418520564048498,0.11492523547635657,11,2.437751587881612
train,I,0.3197947759239553,0.23515924993591633,0.08913892486592337,0.18275660402507726,0.09824534921484042,0.034043848389169844,0.04185331696412652,7,2.601302017828771
train,M,0.5745690123616736,0.470491934639517,0.18634792185945995,0.9843154623560845,0.37483398922286365,0.21760273912099273,0.3557848373325859,10,14.955327136285192
train,M,0.6258893535601966,0.5157291596354565,0.16486690558652214,1.216541343533942,0.6664883401588947,0.20559683847535956,0.31118099143531475,10,19.2037222955011
train,M,0.4659981530737634,0.36031199438708456,0.07894054590521306,0.4883671748080586,0.1908367329654315,0.12496832533218806,0.1546639440377041,11,7.709066474664361
train,F,0.6201673413524533,0.5400958872846578,0.16381488770215472,1.1387298039994882,0.49916298538250775,0.24330845706086765,0.3566699582022401,11,23.603716650569915
test,M,0.15459749303789322,0.11460917499864699,0.02553864120379643,0.024026191938062203,0.008615692323996107,0.005125992650500269,0.008072371124531037,5,3.5512635137160617
train,I,0.5350933605026522,0.4001915533022545,0.1443200701150195,0.7044592766990904,0.30621169918967583,0.13687751614200444,0.2202707155757359,10,6.635051255450566
train,M,0.5150521812152336,0.39493671245851586,0.12008359580697396,0.646711936671456,0.2846786051847896,0.13706631701972488,0.17224065634729896,9,10.950232787988451
train,I,0.4603167215220775,0.36975989378562296,0.11006898400624271,0.39751165778781283,0.14832212415423088,0.08598684861291207,0.1459907796571153,8,3.76626655525286
train,I,0.39541470105287035,0.30992455657242307,0.08548103469022017,0.31667952842719493,0.15263043342860702,0.05013201644617712,0.09304319226534362,7,2.743804564315974
train,F,0.6105146286900631,0.4949865113247163,0.18435370613929758,1.153435282838492,0.5362962479177312,0.29053143428609934,0.24469416836742738,8,24.658934942743798
train,I,0.3701917255443334,0.2747172626740949,0.09967151438186146,0.22026704308947392,0.09438249590492742,0.045333549231394536,0.06467623408413663,7,1.6297926906311986
train,M,0.5154787538860398,0.39046438650107473,0.15539904115214484,0.7121198839359053,0.3692249614177268,0.13764710084070392,0.15473375794739594,7,10.187840860392763
test,M,0.5247701137903357,0.39976185766478706,0.1295627312989078,0.6220257106186389,0.2655576488352525,0.14732840303725434,0.18472843535716793,9,9.778234250555483
train,I,0.5396594938984745,0.4000019864090463,0.14489426767073252,0.7569339276719022,0.3147189461145137,0.18077802479759458,0.21549657212378084,11,6.482225613807597
train,I,0.4097681873043886,0.2999600155995262,0.11525953279364165,0.25941140311922095,0.09711325793466065,0.05110379087867574,0.08017621753792929,10,3.5510857334072705
train,I,0.39994367431186767,0.3156034474714402,0.08939210339976791,0.32952548743037025,0.1509570291428332,0.06863955042218164,0.07984269691736362,6,0.6035060072968332
train,I,0.45545062356963156,0.3601920625148045,0.1153741140912421,0.4576156385066749,0.20880645508096884,0.08608090544408412,0.14653702328144538,10,6.061897548116624
train,M,0.590066046549529,0.4696557599427866,0.14971906406381655,0.9954644167398798,0.4807943904546727,0.23206327197993915,0.23897096906507315,8,15.0243351149204
train,M,0.399989203531451,0.2896192731678394,0.11494995358072,0.28002821162013414,0.11075991640640756,0.05739958194978408,0.07463686398559868,9,4.458988533039353
train,I,0.3647064502353191,0.2803102984449312,0.09034131564896704,0.19674745125281282,0.08618316872088529,0.035332733657098075,0.060251461202527265,7,2.4386309407196842
train,F,0.49054438434962255,0.3854105759298318,0.12464086191729337,0.5393532225450147,0.21781900352691033,0.1278800828676899,0.1646247708840406,11,14.683334891454582
train,I,0.37020287937937757,0.2795455491555886,0.09029369317241315,0.2325577764885614,0.09066109835530267,0.05488893164785347,0.06972406785825948,11,2.9100482847488243
train,I,0.4799533176721616,0.3594335195542132,0.12462368547282099,0.5416502269233543,0.27913862069116374,0.10180829419754733,0.14744889849790827,7,4.821398921298048
train,I,0.5747958978285304,0.4497571757146923,0.14526487820096545,0.7944391164618002,0.36420406398562044,0.15090721483755415,0.2596668899833929,10,8.082030180997858
train,I,0.3649671654151718,0.2704678358838349,0.08420167693746723,0.1962431343897798,0.08259862779661344,0.03757762632664549,0.059087184190073444,7,2.0576996332214113
train,F,0.614763755853313,0.480778048885599,0.16513753553001742,1.1612613631305444,0.5138916979668167,0.30115978030849716,0.3054750900238569,10,22.952870744010415
train,F,0.649780016853561,0.4948289068054798,0.15997123438167385,1.3107671767930997,0.5769736760172111,0.33103622085967005,0.35446962985248587,9,25.42165803652663
train,M,0.6306477600689682,0.5000432098935919,0.1752186640687718,1.2643527649934398,0.5627698482868453,0.3069194707979516,0.3430486867419852,10,18.856213640098712
train,M,0.5002277995373579,0.3999668090574205,0.14461751847043378,0.6018008833475798,0.21612988528166566,0.13887578261151154,0.2098744297034865,11,9.7589945246842
train,F,0.6944421985011728,0.550339138162387,0.15530089654580162,1.8497267045465924,0.7673462269510236,0.44123858730617543,0.41753261658212204,10,38.5104136512149
train,I,0.4695247189768323,0.3702507646262679,0.11019302888273774,0.5551761001306941,0.2501285412163182,0.11580479786927687,0.16368532336997502,8,5.875801330909712
train,F,0.44993757386857886,0.36098861720678604,0.10561993724054264,0.47030149179758546,0.2039282803656792,0.09351850018466869,0.14875040582795626,9,10.809151299947501
train,M,0.4250357869517815,0.3247707134817842,0.1001419047644321,0.32987004801211,0.1361135393545324,0.07307491184127003,0.11065262268551689,7,3.6737463704486695
train,I,0.30020831345335486,0.22985564971681852,0.095400699194165,0.13904471244611927,0.056206506762431975,0.03678218412560028,0.03728177711885349,6,2.466722607679365
train,F,0.6552635343778564,0.45999127395070655,0.16095209082030992,1.4941442311709117,0.6885733108182552,0.33093493573238886,0.18242323750428624,9,31.793004952233918
train,M,0.6991962890129927,0.5648192660257645,0.1791966479565603,1.7514920353779384,0.8951442046788499,0.3355729819529531,0.445421391591249,9,27.884709684418084
train,M,0.3498593214741853,0.2555024740706586,0.08001886299267627,0.19218210718274925,0.08070569008934395,0.038209406589812867,0.06327773880847343,9,3.946061527783004
train,M,0.5649275797397266,0.4155431852090475,0.12481776703370231,0.6665630494592529,0.3025900269894581,0.15470688620205178,0.1848545084245015,7,8.977166766844302
train,I,0.2649571334450327,0.210595750016867,0.060342948235025846,0.09598194125913995,0.04233353606841783,0.0212645156838853,0.029819833687242274,5,2.4617718464388254
test,I,0.320729551884142,0.22979634169389507,0.060233402775618956,0.1290894773006851,0.061452476302185685,0.02773524279353362,0.03567829413777809,7,1.5737904673036927
train,I,0.4048512621834668,0.3055930242470235,0.10002578126369764,0.2676615744180883,0.11381165015273806,0.05276102197317503,0.08544473240311264,7,2.715901684327397
train,M,0.49449715581231196,0.4005830907909606,0.13507408841573254,0.6100524194925318,0.27089032816367237,0.143349615576892,0.1438416599467643,7,9.722092267076638
train,M,0.45466213842683123,0.34985306698586244,0.10497630231665038,0.4158872789824975,0.16265746203673137,0.09696773221056719,0.1446042303781734,11,6.199024805015546
test,M,0.5497706892764537,0.4308035761003375,0.17985484172395247,0.8265905044287528,0.44034930513742865,0.15898475386867966,0.22470466791945537,10,12.137654353577052
train,F,0.7502145098022385,0.5655042174650249,0.21555757615939453,1.93784494580953,0.7729643437832369,0.4825579869146804,0.5751607986584298,11,38.78140481685248
train,F,0.3706902036777457,0.28532729109224547,0.1052836805923319,0.2692991650272017,0.11285709542595151,0.05952678168397936,0.08351384848780838,9,4.833353830675724
